energy_type,element,value
electricity,heating_hp_bkup,3776.809
natural_gas,grill,3777.685
electricity,clothes_washer,3779.742
fuel_oil,hot_water,3785.013
electricity,well_pump,3789.115
natural_gas,fireplace,3792.633
electricity,hot_tub_pump,3805.235
electricity,plug_loads,3806.699
natural_gas,heating,3813.734
natural_gas,hot_water,3819.302
electricity,pool_pump,3820.474
electricity,lighting_exterior,3822.236
electricity,mech_vent,3827.48
electricity,freezer,3836.892
electricity,mech_vent,3837.156
fuel_oil,heating,3839.231
natural_gas,clothes_dryer,3845.091
electricity,heating_hp_bkup,3847.437
natural_gas,fireplace,3847.73
natural_gas,lighting,3848.902
electricity,hot_tub_heater,3851.833
electricity,range_oven,3855.349
propane,hot_water,3858.574
electricity,lighting_exterior,3875.285
natural_gas,clothes_dryer,3891.985
natural_gas,grill,3897.844
natural_gas,range_oven,3905.171
electricity,clothes_washer,3908.672
natural_gas,lighting,3911.326
natural_gas,hot_tub_heater,3919.24
propane,hot_water,3920.119
natural_gas,lighting,3941.806
natural_gas,clothes_dryer,3947.666
propane,clothes_dryer,3958.51
electricity,mech_vent,3958.776
natural_gas,clothes_dryer,3963.493
electricity,heating_fans_pumps,3968.103
electricity,ceiling_fan,3969.378
electricity,hot_tub_pump,3982.543
natural_gas,lighting,3989.285
electricity,ceiling_fan,3998.669
electricity,clothes_washer,3998.939
electricity,clothes_washer,4014.466
natural_gas,clothes_dryer,4039.107
electricity,clothes_washer,4041.14
natural_gas,grill,4043.795
propane,range_oven,4045.259
natural_gas,grill,4046.14
electricity,mech_vent,4060.46
electricity,pool_heater,4072.222
electricity,hot_tub_pump,4083.066
electricity,hot_tub_pump,4083.945
electricity,mech_vent,4084.232
electricity,mech_vent,4107.652
electricity,ceiling_fan,4112.372
electricity,range_oven,4118.82
electricity,mech_vent,4125.524
electricity,clothes_washer,4128.213
electricity,hot_tub_heater,4133.181
electricity,hot_tub_heater,4134.061
fuel_oil,hot_water,4134.647
electricity,hot_tub_heater,4144.61
propane,range_oven,4148.714
electricity,freezer,4156.633
electricity,range_oven,4156.918
natural_gas,grill,4158.091
propane,hot_water,4163.368
electricity,heating_fans_pumps,4174.508
propane,clothes_dryer,4185.348
natural_gas,heating,4192.382
propane,hot_water,4194.14
natural_gas,clothes_dryer,4194.433
electricity,ceiling_fan,4202.317
natural_gas,lighting,4203.814
natural_gas,heating,4210.552
electricity,lighting_exterior,4215.248
electricity,mech_vent,4224.62
electricity,hot_tub_pump,4227.256
natural_gas,lighting,4229.016
propane,hot_water,4230.774
electricity,clothes_washer,4238.084
fuel_oil,heating,4243.376
natural_gas,fireplace,4246.306
electricity,dishwasher,4251.587
electricity,clothes_washer,4268.301
electricity,clothes_washer,4277.061
natural_gas,lighting,4279.424
electricity,hot_tub_heater,4279.717
fuel_oil,hot_water,4281.768
natural_gas,lighting,4303.456
natural_gas,heating,4329.831
natural_gas,pool_heater,4337.452
natural_gas,lighting,4343.607
propane,hot_water,4344.486
electricity,mech_vent,4348.848
propane,clothes_dryer,4353.57
electricity,heating_hp_bkup,4354.74
electricity,clothes_washer,4381.388
natural_gas,grill,4386.102
natural_gas,fireplace,4386.981
electricity,lighting_exterior,4389.334
electricity,dishwasher,4394.603
natural_gas,lighting,4396.066
electricity,pool_heater,4398.411
electricity,clothes_washer,4414.806
natural_gas,lighting,4419.806
electricity,refrigerator,4421.268
natural_gas,hot_water,4439.734
natural_gas,lighting,4443.544
natural_gas,fireplace,4445.008
propane,clothes_dryer,4457.61
natural_gas,grill,4470.507
electricity,freezer,4476.374
electricity,lighting_exterior,4484.288
electricity,mech_vent,4486.88
electricity,clothes_dryer,4493.073
natural_gas,lighting,4508.314
electricity,dishwasher,4510.367
electricity,hot_tub_pump,4522.379
electricity,heating_fans_pumps,4527.941
natural_gas,lighting,4536.742
natural_gas,hot_tub_heater,4549.049
electricity,mech_vent,4550.172
natural_gas,clothes_dryer,4551.395
electricity,dishwasher,4552.572
fuel_oil,hot_water,4555.497
propane,heating,4560.186
electricity,clothes_washer,4568.372
electricity,heating_hp_bkup,4573.956
electricity,hot_tub_heater,4577.477
electricity,pool_pump,4578.649
electricity,mech_vent,4590.336
propane,hot_water,4595.354
electricity,clothes_washer,4600.321
electricity,cooling_fans_pumps,4610.592
electricity,clothes_dryer,4622.024
electricity,clothes_washer,4637.832
electricity,hot_tub_heater,4637.85
electricity,range_oven,4640.488
electricity,hot_tub_pump,4653.383
electricity,well_pump,4663.933
propane,range_oven,4703.498
electricity,hot_tub_heater,4710.531
electricity,heating_hp_bkup,4711.703
electricity,cooling,4726.651
fuel_oil,hot_water,4726.943
natural_gas,fireplace,4731.632
electricity,hot_tub_heater,4738.373
propane,range_oven,4757.423
electricity,ceiling_fan,4765.047
natural_gas,hot_tub_heater,4771.49
propane,hot_water,4773.249
propane,range_oven,4789.66
electricity,freezer,4796.115
electricity,hot_tub_pump,4803.727
propane,heating,4806.366
propane,clothes_dryer,4811.347
natural_gas,clothes_dryer,4818.673
electricity,dishwasher,4823.379
natural_gas,lighting,4826.587
natural_gas,fireplace,4829.225
natural_gas,lighting,4833.33
electricity,cooling_fans_pumps,4840.363
natural_gas,fireplace,4851.791
electricity,hot_tub_heater,4862.635
electricity,well_pump,4876.41
electricity,hot_tub_heater,4884.029
propane,range_oven,4897.513
electricity,dishwasher,4904.547
natural_gas,pool_heater,4908.061
natural_gas,range_oven,4909.821
electricity,refrigerator,4924.47
propane,range_oven,4927.11
natural_gas,fireplace,4933.557
natural_gas,lighting,4935.024
natural_gas,grill,4955.538
electricity,well_pump,4957.299
electricity,heating_hp_bkup,4958.762
natural_gas,range_oven,4964.33
fuel_oil,hot_water,4964.624
electricity,hot_tub_heater,4980.157
natural_gas,lighting,4988.949
propane,clothes_dryer,4989.827
propane,hot_water,4993.931
natural_gas,clothes_dryer,5003.308
propane,hot_water,5024.411
natural_gas,fireplace,5041.116
electricity,lighting_exterior,5085.671
natural_gas,clothes_dryer,5096.507
electricity,clothes_washer,5096.824
propane,range_oven,5097.679
propane,clothes_dryer,5100.901
propane,clothes_dryer,5104.127
natural_gas,grill,5107.642
natural_gas,pool_heater,5114.383
electricity,freezer,5115.856
propane,clothes_dryer,5129.33
electricity,ceiling_fan,5130.198
electricity,hot_water,5133.434
electricity,heating_fans_pumps,5144.86
electricity,heating_hp_bkup,5156.585
electricity,well_pump,5159.519
electricity,mech_vent,5166.8
propane,range_oven,5185.598
electricity,heating_fans_pumps,5194.683
propane,hot_water,5204.356
propane,clothes_dryer,5207.872
natural_gas,clothes_dryer,5218.129
natural_gas,lighting,5228.389
electricity,well_pump,5229.561
natural_gas,clothes_dryer,5248.903
electricity,lighting_exterior,5255.067
electricity,mech_vent,5260.328
natural_gas,range_oven,5293.742
electricity,cooling,5295.499
electricity,dishwasher,5296.385
electricity,heating_hp_bkup,5328.911
electricity,heating_hp_bkup,5331.544
electricity,dishwasher,5336.83
natural_gas,grill,5338.876
electricity,dishwasher,5345.045
natural_gas,lighting,5355.875
natural_gas,lighting,5357.047
electricity,heating_hp_bkup,5358.507
propane,range_oven,5381.078
propane,hot_water,5386.353
natural_gas,lighting,5400.129
electricity,cooling,5418.885
electricity,lighting_interior,5426.213
natural_gas,pool_heater,5432.658
propane,heating,5433.538
electricity,freezer,5435.597
natural_gas,lighting,5444.969
electricity,hot_tub_heater,5451.708
electricity,dishwasher,5517.066
propane,hot_water,5528.786
electricity,dishwasher,5532.31
propane,clothes_dryer,5540.215
electricity,dishwasher,5564.837
electricity,ceiling_fan,5575.638
electricity,mech_vent,5578.852
natural_gas,grill,5579.193
propane,clothes_dryer,5588.573
propane,heating,5608.208
natural_gas,grill,5609.967
fuel_oil,hot_water,5617.879
natural_gas,hot_tub_heater,5625.5
electricity,hot_tub_heater,5646.601
natural_gas,fireplace,5648.651
natural_gas,lighting,5650.411
electricity,dishwasher,5653.643
electricity,heating_hp_bkup,5659.789
electricity,clothes_washer,5661.524
electricity,clothes_washer,5665.334
propane,heating,5667.408
electricity,clothes_washer,5668.891
electricity,heating_hp_bkup,5670.633
electricity,lighting_exterior,5695.257
electricity,clothes_dryer,5696.716
electricity,clothes_washer,5699.62
electricity,dishwasher,5708.733
electricity,ceiling_fan,5711.328
propane,range_oven,5723.384
propane,range_oven,5726.023
natural_gas,grill,5727.781
electricity,heating_fans_pumps,5734.229
natural_gas,grill,5738.33
electricity,well_pump,5741.558
propane,range_oven,5742.728
electricity,freezer,5755.338
electricity,heating_fans_pumps,5758.551
electricity,cooling_fans_pumps,5758.554
propane,range_oven,5762.95
natural_gas,range_oven,5763.536
electricity,lighting_interior,5769.104
natural_gas,fireplace,5784.636
electricity,clothes_washer,5794.576
natural_gas,grill,5799.875
propane,clothes_dryer,5816.582
propane,hot_water,5817.461
electricity,range_oven,5823.027
electricity,cooling_fans_pumps,5823.319
electricity,pool_pump,5831.235
electricity,mech_vent,5832.976
electricity,dishwasher,5847.361
electricity,heating_hp_bkup,5860.252
electricity,clothes_washer,5860.269
electricity,lighting_garage,5869.907
electricity,dishwasher,5881.949
electricity,clothes_dryer,5889.263
natural_gas,grill,5891.02
propane,hot_water,5905.675
natural_gas,hot_water,5923.846
propane,range_oven,5934.102
natural_gas,heating,5934.689
electricity,well_pump,5944.655
natural_gas,lighting,5944.655
electricity,mech_vent,5954.032
electricity,hot_tub_pump,5961.066
electricity,range_oven,5967.516
electricity,heating_fans_pumps,5978.357
electricity,lighting_exterior,5981.001
propane,range_oven,5984.804
electricity,pool_pump,5990.666
electricity,well_pump,6002.389
natural_gas,lighting,6004.733
electricity,hot_tub_pump,6019.68
electricity,lighting_exterior,6027.021
electricity,mech_vent,6039.888
electricity,dishwasher,6051.053
natural_gas,clothes_dryer,6053.089
electricity,hot_water,6058.951
electricity,freezer,6075.079
propane,hot_water,6087.086
electricity,clothes_washer,6087.94
electricity,hot_tub_pump,6090.895
electricity,dishwasher,6090.905
electricity,heating_fans_pumps,6104.378
electricity,dishwasher,6106.144
electricity,mech_vent,6106.956
natural_gas,grill,6108.48
natural_gas,clothes_dryer,6108.775
electricity,cooling,6111.411
natural_gas,lighting,6117.566
electricity,ceiling_fan,6119.28
electricity,heating_hp_bkup,6123.427
electricity,range_oven,6146.578
natural_gas,lighting,6157.423
electricity,pool_heater,6170.904
propane,hot_water,6175.887
natural_gas,fireplace,6179.989
natural_gas,lighting,6218.383
natural_gas,grill,6218.968
natural_gas,grill,6223.952
electricity,lighting_exterior,6250.914
propane,clothes_dryer,6268.497
electricity,well_pump,6281.394
propane,clothes_dryer,6307.477
electricity,hot_tub_heater,6315.976
electricity,hot_tub_pump,6319.784
propane,hot_water,6320.077
natural_gas,range_oven,6341.18
electricity,clothes_washer,6351.116
natural_gas,clothes_dryer,6362.572
natural_gas,hot_water,6363.745
natural_gas,grill,6373.122
electricity,mech_vent,6379.576
electricity,well_pump,6403.308
propane,range_oven,6406.827
electricity,clothes_dryer,6430.565
electricity,clothes_washer,6433.469
natural_gas,hot_tub_heater,6439.359
electricity,refrigerator,6442.578
electricity,heating_hp_bkup,6448.434
electricity,ceiling_fan,6456.038
electricity,heating_fans_pumps,6501.77
electricity,hot_tub_heater,6514.09
electricity,well_pump,6514.388
electricity,mech_vent,6523.408
electricity,clothes_washer,6524.37
propane,range_oven,6526.399
electricity,dishwasher,6538.715
electricity,lighting_exterior,6574.762
electricity,clothes_washer,6588.795
propane,clothes_dryer,6610.511
propane,hot_water,6616.958
electricity,heating_fans_pumps,6623.698
propane,hot_water,6638.646
natural_gas,range_oven,6643.629
electricity,ceiling_fan,6646.826
electricity,well_pump,6646.852
propane,clothes_dryer,6657.403
natural_gas,lighting,6660.918
natural_gas,fireplace,6682.021
electricity,mech_vent,6684.316
natural_gas,grill,6689.932
electricity,hot_water,6695.502
electricity,ceiling_fan,6708.382
natural_gas,clothes_dryer,6719.242
fuel_oil,hot_water,6733.601
electricity,heating_fans_pumps,6744.738
electricity,hot_tub_heater,6745.031
natural_gas,clothes_dryer,6760.858
natural_gas,clothes_dryer,6784.888
electricity,ceiling_fan,6785.22
natural_gas,fireplace,6787.817
electricity,hot_water,6792.802
electricity,heating_fans_pumps,6795.686
electricity,lighting_interior,6796.904
electricity,heating_fans_pumps,6798.932
electricity,cooling,6806.869
propane,range_oven,6819.763
electricity,pool_pump,6827.675
electricity,clothes_washer,6834.978
electricity,ceiling_fan,6834.995
natural_gas,range_oven,6835.885
electricity,heating_fans_pumps,6836.162
natural_gas,lighting,6842.624
electricity,heating_hp_bkup,6855.217
fuel_oil,heating,6859.621
electricity,mech_vent,6862.24
electricity,heating_fans_pumps,6873.097
electricity,cooling_fans_pumps,6883.652
natural_gas,fireplace,6895.082
electricity,hot_tub_pump,6895.961
natural_gas,heating,6898.599
natural_gas,clothes_dryer,6910.907
electricity,lighting_exterior,6916.782
electricity,lighting_exterior,6917.652
electricity,range_oven,6952.229
electricity,clothes_washer,6956.055
propane,range_oven,6967.18
fuel_oil,heating,6968.937
propane,clothes_dryer,6987.4
electricity,heating_hp_bkup,7012.897
electricity,freezer,7034.302
propane,clothes_dryer,7058.909
electricity,heating_hp_bkup,7073.552
electricity,lighting_exterior,7097.901
natural_gas,grill,7107.559
natural_gas,lighting,7108.147
natural_gas,grill,7109.023
natural_gas,lighting,7120.162
electricity,heating_fans_pumps,7125.73
natural_gas,fireplace,7127.781
natural_gas,pool_heater,7145.659
natural_gas,range_oven,7168.518
electricity,mech_vent,7182.516
fuel_oil,heating,7198.412
natural_gas,clothes_dryer,7215.995
natural_gas,lighting,7220.685
electricity,refrigerator,7245.3
electricity,hot_tub_pump,7254.386
electricity,hot_water,7255.268
electricity,hot_tub_pump,7272.851
natural_gas,grill,7274.901
natural_gas,pool_heater,7281.937
natural_gas,fireplace,7285.747
electricity,clothes_washer,7298.61
natural_gas,clothes_dryer,7299.228
propane,clothes_dryer,7299.816
electricity,hot_tub_pump,7302.158
electricity,clothes_washer,7332.069
electricity,hot_tub_heater,7342.895
electricity,freezer,7354.043
propane,clothes_dryer,7356.67
natural_gas,fireplace,7364.291
electricity,dishwasher,7374.848
propane,clothes_dryer,7378.064
natural_gas,hot_water,7379.823
electricity,heating_hp_bkup,7384.801
electricity,hot_tub_heater,7391.547
electricity,dishwasher,7397.12
electricity,mech_vent,7413.764
electricity,heating_hp_bkup,7413.82
electricity,well_pump,7415.282
propane,heating,7421.439
electricity,hot_tub_pump,7426.713
electricity,mech_vent,7427.82
electricity,heating_hp_bkup,7441.073
electricity,pool_heater,7451.332
natural_gas,grill,7463.64
electricity,hot_tub_heater,7480.933
propane,clothes_dryer,7500.86
natural_gas,fireplace,7510.532
electricity,hot_tub_heater,7517.564
electricity,hot_tub_pump,7527.53
natural_gas,range_oven,7533.98
electricity,well_pump,7536.909
natural_gas,range_oven,7544.821
electricity,refrigerator,7551.56
electricity,hot_tub_pump,7551.563
electricity,pool_heater,7560.941
fuel_oil,hot_water,7570.905
natural_gas,lighting,7577.354
propane,range_oven,7584.681
propane,range_oven,7585.559
natural_gas,fireplace,7601.384
electricity,mech_vent,7617.444
propane,range_oven,7617.504
electricity,hot_tub_heater,7620.435
natural_gas,hot_water,7621.313
natural_gas,range_oven,7624.831
natural_gas,grill,7626.001
electricity,dishwasher,7626.017
electricity,hot_tub_heater,7644.172
electricity,heating_hp_bkup,7666.111
electricity,mech_vent,7667.908
electricity,freezer,7673.784
electricity,mech_vent,7693.996
electricity,dishwasher,7703.968
electricity,dishwasher,7707.486
electricity,cooling,7714.512
natural_gas,grill,7719.786
natural_gas,fireplace,7766.968
electricity,clothes_washer,7775.197
natural_gas,clothes_dryer,7788.364
electricity,dishwasher,7798.634
electricity,heating_hp_bkup,7805.36
propane,clothes_dryer,7814.152
electricity,well_pump,7820.016
electricity,mech_vent,7820.308
electricity,lighting_exterior,7826.475
natural_gas,grill,7828.219
propane,clothes_dryer,7830.859
electricity,clothes_dryer,7835.547
electricity,dishwasher,7854.316
natural_gas,grill,7855.476
natural_gas,lighting,7868.08
natural_gas,grill,7871.889
natural_gas,fireplace,7888.593
fuel_oil,hot_water,7904.128
electricity,mech_vent,7907.564
electricity,well_pump,7907.643
natural_gas,grill,7936.95
propane,range_oven,7952.484
electricity,well_pump,7953.362
natural_gas,clothes_dryer,7957.466
electricity,hot_tub_heater,7986.478
natural_gas,lighting,7993.221
electricity,freezer,7993.525
